"title","location","price_cuisine","price","cuisine","michelin_stars","distinction"
"Bozar Restaurant","Brussels, Belgium","€€€€ · Modern French","€€€€","Modern French",2,"2 Stars"
"L'Auberge de Montmin","Talloires-Montmin, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Le Parc Les Crayères","Reims, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"La Table de Pavie","Saint-Emilion, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Paul Bocuse","Collonges-au-Mont-d'Or, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",2,"2 Stars"
"La Chèvre d'Or","Èze, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Takao Takano","Lyon, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Le Neuvième Art","Lyon, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Christopher Coutanceau","La Rochelle, France","€€€€ · Seafood","€€€€","Seafood",2,"2 Stars"
"Maison Rostang","Paris, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",2,"2 Stars"
"Casadelmar","Porto-Vecchio, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Cyril Attrazic","Aumont-Aubrac, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"William Frachot","Dijon, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Mère Brazier","Lyon, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",2,"2 Stars"
"Relais de la Poste","Magescq, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",2,"2 Stars"
"Le Chabichou by Stéphane Buron","Courchevel, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"La Table de Yoann Conte","Veyrier-du-Lac, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Le Coquillage","Saint-Méloir-des-Ondes, France","€€€€ · Seafood","€€€€","Seafood",2,"2 Stars"
"Christophe Hay - Fleur de Loire","Blois, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Table - Bruno Verjus","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"La Table de Franck Putelat","Carcassonne, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Le Grand Restaurant - Jean-François Piège","Paris, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Sur Mesure par Thierry Marx","Paris, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Guy Savoy","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"La Villa Archange","Le Cannet, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Le Gabriel - La Réserve Paris","Paris, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Le Taillevent","Paris, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",2,"2 Stars"
"Palais Royal Restaurant","Paris, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Les Morainières","Jongieux, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Merise","Laubach, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"L'Amaryllis","Saint-Rémy, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Marsan par Hélène Darroze","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"La Table d'Olivier Nasti","Kaysersberg, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"JY'S","Colmar, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Le Pressoir d'Argent - Gordon Ramsay","Bordeaux, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"David Toutain","Paris, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Le Puits Saint Jacques","Pujaudran, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Auberge de l'Ill","Illhaeusern, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",2,"2 Stars"
"Auberge du Cheval Blanc","Lembach, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Serge Vieira","Chaudes-Aigues, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Château de Beaulieu - Christophe Dufossé","Busnes, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"La Côte Saint-Jacques","Joigny, France","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",2,"2 Stars"
"Le Pré - Xavier Beaudiment","Clermont-Ferrand, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Grand'Vigne - Les Sources de Caudalie","Martillac, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Le Skiff Club","Pyla-sur-Mer, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Le Blue Bay","Monaco, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Lalique","Bommes, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Racine","Reims, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Côte d'Or","Saulieu, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Maison Jeunet","Port-Lesney, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Hostellerie Jérôme","La Turbie, France","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",2,"2 Stars"
"L'Abysse au Pavillon Ledoyen","Paris, France","€€€€ · Japanese","€€€€","Japanese",2,"2 Stars"
"Villa René Lalique","Wingen-sur-Moder, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Le Sarkara","Courchevel, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"L'Auberge des Glazicks","Plomodiern, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Voile - La Réserve Ramatuelle","Ramatuelle, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"L'Oiseau Blanc","Paris, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Fourchette des Ducs","Obernai, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Maison Aribert","Uriage-les-Bains, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Anne de Bretagne","La Plaine-sur-Mer, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Le Clarence","Paris, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Scène","Paris, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"La Table Lionel Giraud","Narbonne, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Flaveur","Nice, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Duende","Nîmes, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"La Grenouillère","La Madelaine-sous-Montreuil, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Restaurant Le Meurice Alain Ducasse","Paris, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Jean Sulpice","Talloires-Montmin, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Michel Kayser - Restaurant Alexandre","Garons, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Bras","Laguiole, France","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Pyramide - Patrick Henriroux","Vienne, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Py-r","Toulouse, France","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Mraz & Sohn","Vienna, Austria","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Ikarus","Salzburg, Austria","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Steirereck im Stadtpark","Vienna, Austria","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Silvio Nickol Gourmet Restaurant","Vienna, Austria","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Konstantin Filippou","Vienna, Austria","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"SENNS.Restaurant","Salzburg, Austria","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Imperial Treasure Fine Chinese Cuisine (Huangpu)","Shanghai, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",2,"2 Stars"
"The House of Rong","Shanghai, China","¥¥¥¥ · Taizhou","¥¥¥¥","Taizhou",2,"2 Stars"
"102 House","Shanghai, China","¥¥¥¥ · Cantonese","¥¥¥¥","Cantonese",2,"2 Stars"
"Ji Pin Court","Shanghai, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",2,"2 Stars"
"Bao Li Xuan","Shanghai, China","¥¥¥¥ · Cantonese","¥¥¥¥","Cantonese",2,"2 Stars"
"Da Vittorio","Shanghai, China","¥¥¥¥ · Italian","¥¥¥¥","Italian",2,"2 Stars"
"Canton 8 (Runan Street)","Shanghai, China","¥¥ · Cantonese","¥¥","Cantonese",2,"2 Stars"
"8 ½ Otto e Mezzo Bombana","Shanghai, China","¥¥¥¥ · Italian","¥¥¥¥","Italian",2,"2 Stars"
"Mezzaluna","Bangkok, Thailand","฿฿฿฿ · French Contemporary","฿฿฿฿","French Contemporary",2,"2 Stars"
"R-Haan","Bangkok, Thailand","฿฿฿฿ · Thai","฿฿฿฿","Thai",2,"2 Stars"
"Le Normandie by Alain Roux","Bangkok, Thailand","฿฿฿฿ · French","฿฿฿฿","French",2,"2 Stars"
"Sorn","Bangkok, Thailand","฿฿฿฿ · Southern Thai","฿฿฿฿","Southern Thai",2,"2 Stars"
"Chef's Table","Bangkok, Thailand","฿฿฿฿ · French Contemporary","฿฿฿฿","French Contemporary",2,"2 Stars"
"Sühring","Bangkok, Thailand","฿฿฿฿ · European Contemporary","฿฿฿฿","European Contemporary",2,"2 Stars"
"Moments","Barcelona, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Disfrutar","Barcelona, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Angle","Barcelona, Spain","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Bo.TiC","Corçà, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Noor","Córdoba, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Enoteca Paco Pérez","Barcelona, Spain","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Maralba","Almansa, Spain","€€€ · Creative","€€€","Creative",2,"2 Stars"
"Casa Marcial","Arriondas, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Cinc Sentits","Barcelona, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Alma","Lisbon, Portugal","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Mugaritz","Errenteria, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Iván Cerdeño","Toledo, Spain","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"L'Escaleta","Cocentaina, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Bardal","Ronda, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"El Portal de Echaurren","Ezcaray, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Belcanto","Lisbon, Portugal","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Smoked Room","Madrid, Spain","€€€€ · Contemporary","€€€€","Contemporary",2,"2 Stars"
"Cabaña Buenavista","El Palmar, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Les Cols","Olot, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Culler de Pau","O Grove, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Skina","Marbella, Spain","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"El Rincón de Juan Carlos","Adeje, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Ocean","Porches, Portugal","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Amelia by Paulo Airaudo","Donostia / San Sebastián, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"The Yeatman","Vila Nova de Gaia, Portugal","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Vila Joya","Albufeira, Portugal","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"El Poblet","Valencia, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"El Molino de Urdániz","Urdaitz, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Paco Roncero","Madrid, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Miramar","Llançà, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"M.B","Guía de Isora, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Voro","Canyamel, Spain","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Pepe Vieira","Raxó, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Ramón Freixa Madrid","Madrid, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"BonAmb","Xàbia, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Coque","Madrid, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"DSTAgE","Madrid, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Casa de Chá da Boa Nova","Leça da Palmeira, Portugal","€€€€ · Seafood","€€€€","Seafood",2,"2 Stars"
"Édition Koji Shimomura","Tokyo, Japan","¥¥¥ · French","¥¥¥","French",2,"2 Stars"
"Crony","Tokyo, Japan","¥¥¥ · French","¥¥¥","French",2,"2 Stars"
"Tempura Ginya","Tokyo, Japan","¥¥¥ · Tempura","¥¥¥","Tempura",2,"2 Stars"
"Daigo","Tokyo, Japan","¥¥¥ · Shojin","¥¥¥","Shojin",2,"2 Stars"
"Nihombashikakigaracho Sugita","Tokyo, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",2,"2 Stars"
"Higashiazabu Amamoto","Tokyo, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",2,"2 Stars"
"Myojaku","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"NARISAWA","Tokyo, Japan","¥¥¥¥ · Innovative","¥¥¥¥","Innovative",2,"2 Stars"
"Sawada","Tokyo, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",2,"2 Stars"
"ZURRIOLA","Tokyo, Japan","¥¥¥ · Spanish","¥¥¥","Spanish",2,"2 Stars"
"Jingumae Higuchi","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"PIERRE GAGNAIRE","Tokyo, Japan","¥¥¥¥ · French","¥¥¥¥","French",2,"2 Stars"
"SÉZANNE","Tokyo, Japan","¥¥¥¥ · French","¥¥¥¥","French",2,"2 Stars"
"PRISMA","Tokyo, Japan","¥¥¥ · Italian","¥¥¥","Italian",2,"2 Stars"
"Tentempura Uchitsu","Tokyo, Japan","¥¥¥¥ · Tempura","¥¥¥¥","Tempura",2,"2 Stars"
"Seizan","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"HOMMAGE","Tokyo, Japan","¥¥¥¥ · French","¥¥¥¥","French",2,"2 Stars"
"Nabeno-Ism","Tokyo, Japan","¥¥¥ · French","¥¥¥","French",2,"2 Stars"
"Kutan","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Kaiseki Komuro","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"ESqUISSE","Tokyo, Japan","¥¥¥¥ · French","¥¥¥¥","French",2,"2 Stars"
"Seisoka","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Kioicho Fukudaya","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Den","Tokyo, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Usukifugu Yamadaya","Tokyo, Japan","¥¥¥¥ · Fugu / Pufferfish","¥¥¥¥","Fugu",2,"2 Stars"
"Ryuzu","Tokyo, Japan","¥¥¥ · French","¥¥¥","French",2,"2 Stars"
"Ginza Shinohara","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Kobikicho Tomoki","Tokyo, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",2,"2 Stars"
"ASAHINA Gastronome","Tokyo, Japan","¥¥¥¥ · French","¥¥¥¥","French",2,"2 Stars"
"LA TABLE de Joël Robuchon","Tokyo, Japan","¥¥¥ · French","¥¥¥","French",2,"2 Stars"
"Ginza Kojyu","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Tempura Kondo","Tokyo, Japan","¥¥¥ · Tempura","¥¥¥","Tempura",2,"2 Stars"
"BEIGE Alain Ducasse","Tokyo, Japan","¥¥¥ · French","¥¥¥","French",2,"2 Stars"
"Harutaka","Tokyo, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",2,"2 Stars"
"Sushi Kanesaka","Tokyo, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",2,"2 Stars"
"Akasaka Kikunoi","Tokyo, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Ginza Fukuju","Tokyo, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Florilège","Tokyo, Japan","¥¥¥ · French","¥¥¥","French",2,"2 Stars"
"Sukiyabashi Jiro Roppongiten","Tokyo, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",2,"2 Stars"
"Glam Enrico Bartolini","Venice, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"San Domenico","Imola, Italy","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",2,"2 Stars"
"Seta by Antonio Guida","Milan, Italy","€€€€ · Contemporary","€€€€","Contemporary",2,"2 Stars"
"Il Piccolo Principe","Viareggio, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Il Pagliaccio","Rome, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Quattro Passi","Marina del Cantone, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",2,"2 Stars"
"Locanda Sant'Uffizio Enrico Bartolini","Cioccaro, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Enoteca La Torre","Rome, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",2,"2 Stars"
"Piccolo Lago","Fondotoce, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Gourmetstube Einhorn","Mules, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Madia","Licata, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Miramonti l'Altro","Concesio, Italy","€€€€ · Italian Contemporary","€€€€","Italian Contemporary",2,"2 Stars"
"Arnolfo","Colle di Val d'Elsa, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"D'O","Cornaredo, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"L'Olivo","Anacapri, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"La Peca","Lonigo, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Acquolina","Rome, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Antica Osteria Cera","Lughetto, Italy","€€€€ · Seafood","€€€€","Seafood",2,"2 Stars"
"Antica Corona Reale","Cervere, Italy","€€€€ · Piedmontese","€€€€","Piedmontese",2,"2 Stars"
"Santa Elisabetta","Florence, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Taverna Estia","Brusciano, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Magnolia","Longiano, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Terra","Sarentino, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Krèsios","Telese, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Castel finedining","Tirol, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Agli Amici","Godia, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"Harry's Piccolo","Trieste, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Torre del Saracino","Vico Equense, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Madonnina del Pescatore","Marzocca, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Casa Perbellini 12 Apostoli","Verona, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"St. George by Heinz Beck","Taormina, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Villa Feltrinelli","Gargnano, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Bracali","Ghirlanda, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"daní maison","Ischia, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Caino","Montemerano, Italy","€€€€ · Country cooking","€€€€","Country cooking",2,"2 Stars"
"Duomo","Ragusa, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Tre Olivi","Paestum, Italy","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Il Luogo di Aimo e Nadia","Milan, Italy","€€€€ · Italian Contemporary","€€€€","Italian Contemporary",2,"2 Stars"
"Jungsik","Seoul, South Korea","₩₩₩₩ · Contemporary","₩₩₩₩","Contemporary",2,"2 Stars"
"Kwonsooksoo","Seoul, South Korea","₩₩₩₩ · Korean","₩₩₩₩","Korean",2,"2 Stars"
"Mingles","Seoul, South Korea","₩₩₩₩ · Korean","₩₩₩₩","Korean",2,"2 Stars"
"La Yeon","Seoul, South Korea","₩₩₩₩ · Korean","₩₩₩₩","Korean",2,"2 Stars"
"Joo Ok","Seoul, South Korea","₩₩₩₩ · Korean","₩₩₩₩","Korean",2,"2 Stars"
"alla Prima","Seoul, South Korea","₩₩₩₩ · Innovative","₩₩₩₩","Innovative",2,"2 Stars"
"Kojima","Seoul, South Korea","₩₩₩₩ · Sushi","₩₩₩₩","Sushi",2,"2 Stars"
"Soigné","Seoul, South Korea","₩₩₩₩ · Innovative","₩₩₩₩","Innovative",2,"2 Stars"
"Ryō-shō","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Gion Owatari","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"VELROSIER","Kyoto, Japan","¥¥¥ · Chinese","¥¥¥","Chinese",2,"2 Stars"
"Sushi Harasho","Osaka, Japan","¥¥¥ · Sushi","¥¥¥","Sushi",2,"2 Stars"
"Kikunoi Roan","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"KAHALA","Osaka, Japan","¥¥¥¥ · Innovative","¥¥¥¥","Innovative",2,"2 Stars"
"Kenninji Gion Maruyama","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Miyamaso","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Numata","Osaka, Japan","¥¥¥ · Tempura","¥¥¥","Tempura",2,"2 Stars"
"Koryu","Osaka, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Tenjimbashi Aoki","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Oryori Mitsuyasu","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Fujiya 1935","Osaka, Japan","¥¥¥¥ · Innovative","¥¥¥¥","Innovative",2,"2 Stars"
"Yusokuryori Mankamero","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Otagi","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Shunsaiten Tsuchiya","Osaka, Japan","¥¥¥ · Tempura","¥¥¥","Tempura",2,"2 Stars"
"Ogata","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Shimmonzen Yonemura","Kyoto, Japan","¥¥¥ · Innovative","¥¥¥","Innovative",2,"2 Stars"
"Kyokaiseki Kichisen","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Gion Nishikawa","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Gion Maruyama","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Sojiki Nakahigashi","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Wagokoro Izumi","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Gion Matayoshi","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"La Cime","Osaka, Japan","¥¥¥¥ · French","¥¥¥¥","French",2,"2 Stars"
"Miyamoto","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",2,"2 Stars"
"Sumibi Kappo Ifuki","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Kodaiji Wakuden","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",2,"2 Stars"
"Bottiglieria 1881","Krakow, Poland","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Deessa","Madrid, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Ricard Camarena","Valencia, Spain","€€€€ · Creative","€€€€","Creative",2,"2 Stars"
"Il Gallo d'Oro","Funchal, Portugal","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",2,"2 Stars"
"D.O.M.","São Paulo, Brazil","Creative","Creative",,2,"2 Stars"
"Oteque","Rio de Janeiro, Brazil","Modern Cuisine","Modern Cuisine",,2,"2 Stars"
"Oro","Rio de Janeiro, Brazil","Creative","Creative",,2,"2 Stars"
